class,j,k,M_jk,C_jk,diag,pred,resid
F1,0,0,1.0,1.0,True,9.44836861845645,-8.44836861845645
F1,0,1,4.254383152107135,3.660339696977052,False,12.267398736438274,-8.01301558433114
F1,0,2,6.851503693950184,5.128188329195176,False,13.822805178541598,-6.9713014845914145
F1,0,3,5.320609396709497,3.4004212240425264,False,11.99197601344735,-6.671366616737852
F1,0,4,2.8713755602991053,1.0634493999480994,False,9.515602802731795,-6.64422724243269
F1,0,5,1.050880973086056,0.13550474105253843,False,8.532305840986867,-7.481424867900811
F1,0,6,0.12060230294212496,0.004812368424230542,False,8.39381761143921,-8.273215308497086
F1,0,7,0.0008283089756985599,1.0963226099890265e-05,False,8.388729800330898,-8.3879014913552
F1,1,0,4.254383152107135,3.660339696977052,False,12.267398736438274,-8.01301558433114
F1,1,1,18.865715289923028,13.398086697266057,True,22.586006584261042,-3.720291294338015
F1,1,2,30.602647980347015,18.770911314927524,False,28.279322529225677,2.323325451121338
F1,1,3,23.41677946225406,12.446696792806158,False,21.577865857847847,1.838913604406212
F1,1,4,12.190558024287576,3.892586054356454,False,12.513498690135183,-0.3229406658476073
F1,1,5,4.235294054923174,0.49599338280320243,False,8.914297787143301,-4.679003732220127
F1,1,6,0.46068619231259883,0.017614903179689955,False,8.40738382296594,-7.9466976306533414
F1,1,7,0.002870123821633067,4.012913170036324e-05,False,8.388760705995463,-8.385890582173829
F1,2,0,6.851503693950184,5.128188329195176,False,13.822805178541598,-6.9713014845914145
F1,2,1,30.602647980347015,18.770911314927524,False,28.279322529225677,2.323325451121338
F1,2,2,50.64408773748923,26.298315539693608,True,36.25573969277494,14.388348044714292
F1,2,3,38.74502901376918,17.438000435482458,False,26.866902935588463,11.878126078180713
F1,2,4,19.727477567754242,5.453568801503456,False,14.167594737665372,5.5598828300888705
F1,2,5,6.779641028353178,0.694893831616242,False,9.125062734311962,-2.345421705958784
F1,2,6,0.7257073124774698,0.024678731588926445,False,8.414869011814764,-7.689161699337294
F1,2,7,0.004157493334117963,5.62214881357852e-05,False,8.388777758267965,-8.384620264933847
F1,3,0,5.320609396709497,3.4004212240425264,False,11.99197601344735,-6.671366616737852
F1,3,1,23.41677946225406,12.446696792806158,False,21.577865857847847,1.838913604406212
F1,3,2,38.74502901376918,17.438000435482458,False,26.866902935588463,11.878126078180713
F1,3,3,30.87098014118837,11.562864500918874,True,20.64131258500592,10.229667556182449
F1,3,4,15.895025967519897,3.6161759102788062,False,12.220600560638413,3.6744254068814843
F1,3,5,5.364003318336459,0.4607731974334383,False,8.87697670238443,-3.5129733840479718
F1,3,6,0.5870066795262472,0.016364079727665626,False,8.406058387350503,-7.819051707824256
F1,3,7,0.003544950058604475,3.727958671404383e-05,False,8.388757686473879,-8.385212736415275
F1,4,0,2.8713755602991053,1.0634493999480994,False,9.515602802731795,-6.64422724243269
F1,4,1,12.190558024287576,3.892586054356454,False,12.513498690135183,-0.3229406658476073
F1,4,2,19.727477567754242,5.453568801503456,False,14.167594737665372,5.5598828300888705
F1,4,3,15.895025967519897,3.6161759102788062,False,12.220600560638413,3.6744254068814843
F1,4,4,10.354162395016642,1.1309246262499726,True,9.587102955655409,0.7670594393612333
F1,4,5,4.066332889462679,0.1441024355624446,False,8.541416391716977,-4.475083502254298
F1,4,6,0.45281909754405514,0.005117710313077151,False,8.394141167104646,-7.941322069560591
F1,4,7,0.0027857426089732485,1.1658836217423645e-05,False,8.388730537434462,-8.38594479482549
F1,5,0,1.050880973086056,0.13550474105253843,False,8.532305840986867,-7.481424867900811
F1,5,1,4.235294054923174,0.49599338280320243,False,8.914297787143301,-4.679003732220127
F1,5,2,6.779641028353178,0.694893831616242,False,9.125062734311962,-2.345421705958784
F1,5,3,5.364003318336459,0.4607731974334383,False,8.87697670238443,-3.5129733840479718
F1,5,4,4.066332889462679,0.1441024355624446,False,8.541416391716977,-4.475083502254298
F1,5,5,2.2503265383138458,0.018361534847715494,True,8.408174991537983,-6.157848453224137
F1,5,6,0.31228098563922524,0.000652098737174772,False,8.389409179854303,-8.077128194215078
F1,5,7,0.002379006518898189,1.4855691137660611e-06,False,8.388719757327546,-8.386340750808648
F1,6,0,0.12060230294212496,0.004812368424230542,False,8.39381761143921,-8.273215308497086
F1,6,1,0.46068619231259883,0.017614903179689955,False,8.40738382296594,-7.9466976306533414
F1,6,2,0.7257073124774698,0.024678731588926445,False,8.414869011814764,-7.689161699337294
F1,6,3,0.5870066795262472,0.016364079727665626,False,8.406058387350503,-7.819051707824256
F1,6,4,0.45281909754405514,0.005117710313077151,False,8.394141167104646,-7.941322069560591
F1,6,5,0.31228098563922524,0.000652098737174772,False,8.389409179854303,-8.077128194215078
F1,6,6,0.05865516589589557,2.3158889850531152e-05,True,8.3887427234713,-8.330087557575403
F1,6,7,0.0006246323710446908,5.2759083110812066e-08,False,8.388718239049773,-8.388093606678728
F1,7,0,0.0008283089756985599,1.0963226099890265e-05,False,8.388729800330898,-8.3879014913552
F1,7,1,0.002870123821633067,4.012913170036324e-05,False,8.388760705995463,-8.385890582173829
F1,7,2,0.004157493334117963,5.62214881357852e-05,False,8.388777758267965,-8.384620264933847
F1,7,3,0.003544950058604475,3.727958671404383e-05,False,8.388757686473879,-8.385212736415275
F1,7,4,0.0027857426089732485,1.1658836217423645e-05,False,8.388730537434462,-8.38594479482549
F1,7,5,0.002379006518898189,1.4855691137660611e-06,False,8.388719757327546,-8.386340750808648
F1,7,6,0.0006246323710446908,5.2759083110812066e-08,False,8.388718239049773,-8.388093606678728
F1,7,7,1.5372116849155665e-05,1.201923265173151e-10,True,8.38871818327095,-8.3887028111541
F2,0,0,1.0,1.0,True,9.44836861845645,-8.44836861845645
F2,0,1,4.213170732616407,-0.2628503835345371,False,8.110188659809063,-3.897017927192656
F2,0,2,6.540019458526671,0.12516036415411444,False,8.521344417503412,-1.9813249589767414
F2,0,3,5.960715306328337,0.0020413027083947387,False,8.390881250447144,-2.430165944118807
F2,0,4,3.678187719189655,0.0003553677098182636,False,8.389094748691994,-4.710907029502339
F2,0,5,0.9182989246612078,0.00010318899599354498,False,8.388827527408113,-7.470528602746905
F2,0,6,0.037532080109088616,-4.174056573875543e-06,False,8.388713760102723,-8.351181679993635
F2,0,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,1,0,4.213170732616407,-0.2628503835345371,False,8.110188659809063,-3.897017927192656
F2,1,1,18.56833355592268,0.1045082481581177,True,8.499460393798122,10.068873162124559
F2,1,2,29.107084413563303,-0.03231080636613715,False,8.354480023112401,20.7526043904509
F2,1,3,25.98996944816411,0.0016800187762524101,False,8.390498415771178,17.599471032392934
F2,1,4,15.421249647470932,0.00010722791715036564,False,8.388831807252675,7.032417840218256
F2,1,5,3.6461146634318538,-2.987513696317532e-05,False,8.3886865259417,-4.7425718625098465
F2,1,6,0.13694852427635185,1.924844452610875e-06,False,8.38872022280585,-8.251771698529497
F2,1,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,2,0,6.540019458526671,0.12516036415411444,False,8.521344417503412,-1.9813249589767414
F2,2,1,29.107084413563303,-0.03231080636613715,False,8.354480023112401,20.7526043904509
F2,2,2,46.66296011452323,0.0156748667538764,True,8.405328062522804,38.257632052000424
F2,2,3,41.4549284091946,0.00029226694049192,False,8.389027883934308,33.06590052526029
F2,2,4,24.07663278930542,4.780685063752016e-05,False,8.388768841693677,15.687863947611744
F2,2,5,5.614827842758911,1.2869514133971841e-05,False,8.388731820329843,-2.7739039775709324
F2,2,6,0.20706980583382262,-5.086936271079853e-07,False,8.388717644106165,-8.181647838272342
F2,2,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,3,0,5.960715306328337,0.0020413027083947387,False,8.390881250447144,-2.430165944118807
F2,3,1,25.98996944816411,0.0016800187762524101,False,8.390498415771178,17.599471032392934
F2,3,2,41.4549284091946,0.00029226694049192,False,8.389027883934308,33.06590052526029
F2,3,3,39.281861903330544,0.00014288789466138118,True,8.388869594363367,30.892992308967177
F2,3,4,24.062623002985774,1.3281935235233748e-05,False,8.388732257352043,15.67389074563373
F2,3,5,5.645164041868473,3.8418463977354266e-08,False,8.388718223853731,-2.7435541819852576
F2,3,6,0.21576108952279874,4.327931528904842e-08,False,8.388718229004533,-8.172957139481735
F2,3,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,4,0,3.678187719189655,0.0003553677098182636,False,8.389094748691994,-4.710907029502339
F2,4,1,15.421249647470932,0.00010722791715036564,False,8.388831807252675,7.032417840218256
F2,4,2,24.07663278930542,4.780685063752016e-05,False,8.388768841693677,15.687863947611744
F2,4,3,24.062623002985774,1.3281935235233748e-05,False,8.388732257352043,15.67389074563373
F2,4,4,17.243052355889102,1.2628572692602485e-06,True,8.388719521330843,8.854332834558258
F2,4,5,4.4962253765145155,2.1081167510118024e-08,False,8.388718205482256,-3.8924928289677405
F2,4,6,0.18848366926562474,3.2054085437604533e-09,False,8.388718186540201,-8.200234517274577
F2,4,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,5,0,0.9182989246612078,0.00010318899599354498,False,8.388827527408113,-7.470528602746905
F2,5,1,3.6461146634318538,-2.987513696317532e-05,False,8.3886865259417,-4.7425718625098465
F2,5,2,5.614827842758911,1.2869514133971841e-05,False,8.388731820329843,-2.7739039775709324
F2,5,3,5.645164041868473,3.8418463977354266e-08,False,8.388718223853731,-2.7435541819852576
F2,5,4,4.4962253765145155,2.1081167510118024e-08,False,8.388718205482256,-3.8924928289677405
F2,5,5,1.4628580805392255,1.0861781181188197e-08,True,8.38871819465328,-6.9258601141140534
F2,5,6,0.07637110747040779,-4.95025976912419e-10,False,8.388718182619034,-8.312347075148626
F2,5,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,6,0,0.037532080109088616,-4.174056573875543e-06,False,8.388713760102723,-8.351181679993635
F2,6,1,0.13694852427635185,1.924844452610875e-06,False,8.38872022280585,-8.251771698529497
F2,6,2,0.20706980583382262,-5.086936271079853e-07,False,8.388717644106165,-8.181647838272342
F2,6,3,0.21576108952279874,4.327931528904842e-08,False,8.388718229004533,-8.172957139481735
F2,6,4,0.18848366926562474,3.2054085437604533e-09,False,8.388718186540201,-8.200234517274577
F2,6,5,0.07637110747040779,-4.95025976912419e-10,False,8.388718182619034,-8.312347075148626
F2,6,6,0.005969091396198031,3.6765332583204925e-11,True,8.388718183182547,-8.38274909178635
F2,6,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,0,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,1,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,2,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,3,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,4,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,5,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,6,0.0,0.0,False,8.388718183143588,-8.388718183143588
F2,7,7,0.0,0.0,True,8.388718183143588,-8.388718183143588
F4,0,0,1.0,1.0,True,9.44836861845645,-8.44836861845645
F4,0,1,1.8966934475410249,-0.20938770068747503,False,8.166840414960946,-6.2701469674199215
F4,0,2,3.6664335438597195,0.12604740062442094,False,8.52228436608531,-4.855850822225591
F4,0,3,3.18589593762339,0.005387181995430973,False,8.394426712890157,-5.208530775266767
F4,0,4,1.9504808205407338,0.0006582246249476603,False,8.389415671153948,-6.438934850613214
F4,0,5,0.5068803313441229,9.903510087354926e-05,False,8.38882312573134,-7.881942794387218
F4,0,6,0.021129172738349234,-2.9246711159982115e-06,False,8.388715084014567,-8.367585911276217
F4,0,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,1,0,1.8966934475410249,-0.20938770068747503,False,8.166840414960946,-6.2701469674199215
F4,1,1,4.8489300883141375,0.04384320919918763,True,8.43517665885702,-3.586246570542883
F4,1,2,7.671459571120314,-0.026392775394380504,False,8.360751067207818,-0.6892914960875043
F4,1,3,6.860890999283183,-0.0011280096512082552,False,8.387522887225648,-1.5266318879424654
F4,1,4,4.085574795131818,-0.0001378241407536662,False,8.388572137732842,-4.3029973426010235
F4,1,5,0.9931097096859688,-2.073673205926463e-05,False,8.388696209456434,-7.395586499770465
F4,1,6,0.03571780935472026,6.123901602459371e-07,False,8.388718832063088,-8.353001022708368
F4,1,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,2,0,3.6664335438597195,0.12604740062442094,False,8.52228436608531,-4.855850822225591
F4,2,1,7.671459571120314,-0.026392775394380504,False,8.360751067207818,-0.6892914960875043
F4,2,2,15.64558011649571,0.01588794720417327,True,8.405553853314718,7.240026263180992
F4,2,3,12.673101997616795,0.0006790402872147552,False,8.38943772847953,4.283664269137265
F4,2,4,7.628961725506028,8.296750300163694e-05,False,8.38880609969426,-0.7598443741882326
F4,2,5,1.9175115647602616,1.2483117035688204e-05,False,8.38873141088399,-6.471219846123728
F4,2,6,0.07419285576148264,-3.6864719185289885e-07,False,8.38871779250643,-8.314524936744947
F4,2,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,3,0,3.18589593762339,0.005387181995430973,False,8.394426712890157,-5.208530775266767
F4,3,1,6.860890999283183,-0.0011280096512082552,False,8.387522887225648,-1.5266318879424654
F4,3,2,12.673101997616795,0.0006790402872147552,False,8.38943772847953,4.283664269137265
F4,3,3,11.846770887699588,2.9021729851895644e-05,True,8.38874893603226,3.4580219516673285
F4,3,4,7.205723941352093,3.5459758484673403e-06,False,8.38872194063844,-1.1829979992863473
F4,3,5,1.8416387325575263,5.335201123416748e-07,False,8.388718748488408,-6.547080015930882
F4,3,6,0.07360355195701639,-1.5755735578662576e-08,False,8.388718166448015,-8.315114614491
F4,3,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,4,0,1.9504808205407338,0.0006582246249476603,False,8.389415671153948,-6.438934850613214
F4,4,1,4.085574795131818,-0.0001378241407536662,False,8.388572137732842,-4.3029973426010235
F4,4,2,7.628961725506028,8.296750300163694e-05,False,8.38880609969426,-0.7598443741882326
F4,4,3,7.205723941352093,3.5459758484673403e-06,False,8.38872194063844,-1.1829979992863473
F4,4,4,5.314069131048442,4.33259656887488e-07,True,8.388718642247373,-3.0746495111989303
F4,4,5,1.453305247259671,6.518734212914567e-08,False,8.388718252219384,-6.935413004959713
F4,4,6,0.0642967161370805,-1.9250905484231776e-09,False,8.388718181103664,-8.324421464966584
F4,4,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,5,0,0.5068803313441229,9.903510087354926e-05,False,8.38882312573134,-7.881942794387218
F4,5,1,0.9931097096859688,-2.073673205926463e-05,False,8.388696209456434,-7.395586499770465
F4,5,2,1.9175115647602616,1.2483117035688204e-05,False,8.38873141088399,-6.471219846123728
F4,5,3,1.8416387325575263,5.335201123416748e-07,False,8.388718748488408,-6.547080015930882
F4,5,4,1.453305247259671,6.518734212914567e-08,False,8.388718252219384,-6.935413004959713
F4,5,5,0.4895139950423099,9.807951205034077e-09,True,8.388718193536588,-7.899204198494279
F4,5,6,0.025784886279013222,-2.896450989948388e-10,False,8.388718182836666,-8.362933296557653
F4,5,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,6,0,0.021129172738349234,-2.9246711159982115e-06,False,8.388715084014567,-8.367585911276217
F4,6,1,0.03571780935472026,6.123901602459371e-07,False,8.388718832063088,-8.353001022708368
F4,6,2,0.07419285576148264,-3.6864719185289885e-07,False,8.38871779250643,-8.314524936744947
F4,6,3,0.07360355195701639,-1.5755735578662576e-08,False,8.388718166448015,-8.315114614491
F4,6,4,0.0642967161370805,-1.9250905484231776e-09,False,8.388718181103664,-8.324421464966584
F4,6,5,0.025784886279013222,-2.896450989948388e-10,False,8.388718182836666,-8.362933296557653
F4,6,6,0.0020858549873300565,8.553701136754224e-12,True,8.388718183152653,-8.386632328165323
F4,6,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,0,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,1,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,2,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,3,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,4,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,5,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,6,0.0,0.0,False,8.388718183143588,-8.388718183143588
F4,7,7,0.0,0.0,True,8.388718183143588,-8.388718183143588
F5p,0,0,1.0,1.0,True,9.44836861845645,-8.44836861845645
F5p,0,1,1.9094763148798655,-0.19997787549862786,False,8.176811540318525,-6.267335225438659
F5p,0,2,3.6843987385470065,0.12620352556385936,False,8.52244980394535,-4.838051065398343
F5p,0,3,3.210434738822144,0.005976081345732197,False,8.39505074034306,-5.184616001520915
F5p,0,4,1.9751475738295505,0.0007115296683319121,False,8.389472155866374,-6.414324582036823
F5p,0,5,0.5145303635560281,9.830398479686855e-05,False,8.38882235100387,-7.874291987447842
F5p,0,6,0.021573111747657768,-2.7047700910955753e-06,False,8.388715317032784,-8.367142205285125
F5p,0,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F5p,1,0,1.9094763148798655,-0.19997787549862786,False,8.176811540318525,-6.267335225438659
F5p,1,1,5.123468551970014,0.0399911506889447,True,8.43109482337979,-3.3076262714097773
F5p,1,2,7.968811830004227,-0.025237912922697364,False,8.361974817728663,-0.3931629877244367
F5p,1,3,7.1393173237644225,-0.0011950840513265057,False,8.387451811808365,-1.2481344880439424
F5p,1,4,4.259514571767117,-0.00014229019142725908,False,8.388567405280302,-4.129052833513185
F5p,1,5,1.0387914792139372,-1.9658622032727183e-05,False,8.388697351876193,-7.349905872662255
F5p,1,6,0.03725303784107181,5.408941765295233e-07,False,8.388718756302337,-8.351465718461265
F5p,1,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F5p,2,0,3.6843987385470065,0.12620352556385936,False,8.52244980394535,-4.838051065398343
F5p,2,1,7.968811830004227,-0.025237912922697364,False,8.361974817728663,-0.3931629877244367
F5p,2,2,16.04442901402954,0.0159273298647477,True,8.40559558516814,7.6388334288614
F5p,2,3,13.00689879228617,0.0007542025348878163,False,8.389517374187996,4.617381418098175
F5p,2,4,7.864173345788738,8.979755268677084e-05,False,8.388813337159382,-0.5246399913706439
F5p,2,5,1.980184026611752,1.2406309458340842e-05,False,8.388731329494806,-6.408547302883054
F5p,2,6,0.07685192347664489,-3.4135152133594267e-07,False,8.3887178214303,-8.311865897953655
F5p,2,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F5p,3,0,3.210434738822144,0.005976081345732197,False,8.39505074034306,-5.184616001520915
F5p,3,1,7.1393173237644225,-0.0011950840513265057,False,8.387451811808365,-1.2481344880439424
F5p,3,2,13.00689879228617,0.0007542025348878163,False,8.389517374187996,4.617381418098175
F5p,3,3,12.174452654880024,3.571354825080834e-05,True,8.38875602702054,3.785696627859485
F5p,3,4,7.421385985568952,4.252159177853357e-06,False,8.388722688945911,-0.9673367033769598
F5p,3,5,1.9017228708865712,5.874726097557076e-07,False,8.388718805659195,-6.486995934772624
F5p,3,6,0.0762444661494004,-1.616392608589064e-08,False,8.388718166015478,-8.312473699866077
F5p,3,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F5p,4,0,1.9751475738295505,0.0007115296683319121,False,8.389472155866374,-6.414324582036823
F5p,4,1,4.259514571767117,-0.00014229019142725908,False,8.388567405280302,-4.129052833513185
F5p,4,2,7.864173345788738,8.979755268677084e-05,False,8.388813337159382,-0.5246399913706439
F5p,4,3,7.421385985568952,4.252159177853357e-06,False,8.388722688945911,-0.9673367033769598
F5p,4,4,5.473509695936574,5.062744689165208e-07,True,8.38871871961755,-2.9152090236809762
F5p,4,5,1.5006373950784018,6.994620169822121e-08,False,8.388718257262111,-6.88808086218371
F5p,4,6,0.0664561504978475,-1.9245241658313104e-09,False,8.388718181104265,-8.322262030606417
F5p,4,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
F5p,5,0,0.5145303635560281,9.830398479686855e-05,False,8.38882235100387,-7.874291987447842
F5p,5,1,1.0387914792139372,-1.9658622032727183e-05,False,8.388697351876193,-7.349905872662255
F5p,5,2,1.980184026611752,1.2406309458340842e-05,False,8.388731329494806,-6.408547302883054
F5p,5,3,1.9017228708865712,5.874726097557076e-07,False,8.388718805659195,-6.486995934772624
F5p,5,4,1.5006373950784018,6.994620169822121e-08,False,8.388718257262111,-6.88808086218371
F5p,5,5,0.5061072558886681,9.663673426942963e-09,True,8.388718193383705,-7.882610937495036
F5p,5,6,0.02665044449225108,-2.658896779140842e-10,False,8.388718182861838,-8.362067738369587
F5p,5,7,0.0,0.0,False,8.388718183143588,-8.388718183143588
